,amenities,usableAreas,description,title,unitTypes,parkingSpaces,suites,bathrooms,usageTypes,bedrooms,neighborhood,lat,lon,condoFee,rentPrice,iptu
52,[],253.0,"Edifiício Catamarã, apartamento com 253m² com 3 suítes e gabinete com vista para o mar!<br>Apartamento espaçoso e luxuoso, com uma vista cinematográfica para a Beira mar. A poucos metros da praia.<br>Próximo de bancos, supermercados, farmácia, conveniência, escolas e shoppings.<br><br>Atenção: Preços e disponibilidade sujeitos a alterações sem aviso prévio!",Apartamento para aluguel possui 253 metros quadrados com 4 quartos em Meireles - Fortaleza - CE,APARTMENT,4.0,4.0,4.0,RESIDENTIAL,4.0,Meireles,-3.724576,-38.502607,2000,13000,1155
53,[],120.0,"Aluga-se apartamento no bairro Montese, próximo a antiga Fábrica Café Guimarães com 120 m², sala ampla, 03 quartos, 02 banheiros, cozinha, despensa e área de serviço.",Apartamento para aluguel possui 120 metros quadrados com 3 quartos em Montese - Fortaleza - CE,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,3.0,Montese,-3.768993,-38.545544,0,900,0
54,[],56.0,"APARTAMENTO PARA ALUGAR NO CRISTO REDENTOR POR R$ 750,00<br><br>- Cozinha;<br>- Sala de estar e jantar integradas;<br>- 2 quartos;<br>- 1 banheiro social.<br><br>Rua Tomás Gonzaga, 246 - Cristo Redentor<br><br>Entre em contato e agende uma visita! / Nosso endereço: Av. Humberto Monte, 2929, sala 519 - Torre Norte - Edifício Harmony Premium -","Apartamento com 2 quartos para alugar, 56 m² por R$ 750/mês - Cristo Redentor - Fortaleza/CE",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Cristo Redentor,-3.711885,-38.568857,0,750,0
55,"['GATED_COMMUNITY', 'PETS_ALLOWED', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'CONCIERGE_24H']",60.0,"*OBS: Já incluso o condomínio no valor da locação.<br><br>ÁREA PRIVATIVA - 60m², 3 QUARTOS SENDO 1 SUÍTE, SALA DE ESTAR E JANTAR, COZINHA, WC SOCIAL, ÁREA DE SERVIÇO, 1 VAGA.<br><br>ÁREA DE LAZER<br><br>Salão de Festas, Alameda Central, Playground, Quadra Poli-Esportiva.<br><br>CONTATO COMERCIAL:<br><br>IMOBILIÁRIA IDEA - + 55 (85) 98615.4943 - ZAP","Apartamento na Messejana - Locação - Fortaleza - R$ 1.100,00",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Messejana,-3.7304512,-38.5217989,0,1100,0
56,"['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GYM', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'PARTY_HALL', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'CLOSET', 'AMERICAN_KITCHEN', 'LAUNDRY', 'CINEMA', 'GAMES_ROOM', 'DISABLED_ACCESS', 'SPA', 'SAUNA', 'ELECTRONIC_GATE']",144.0,"O apartamento está localizado no bairro Mucuripe possui 144 metros quadrados com 3 quartos e 4 banheiros<br>Possui academia, espaço gourmet, espaço jardinado, área de recreação infantil, espaço para festas.<br>Vai lhe possibilitar curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes.Espaço reservado para preparar o seu churrasco.<br>Elevador para mais praticidade no dia-a-dia.<br>É mobiliado.",Apartamento para aluguel possui 144 metros quadrados com 3 quartos em Mucuripe - Fortaleza - CE,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,3.0,Mucuripe,-3.725429,-38.498394,0,700,0
57,"['BARBECUE_GRILL', 'GATED_COMMUNITY', 'BALCONY', 'PETS_ALLOWED', 'GARDEN', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'CONCIERGE_24H', 'ELECTRONIC_GATE']",75.0,"LOCAÇÃO : ALUGUEL R$ 570 + R$ 291 (Condomínio);<br>Sombra e Òtima ventilação!<br><br>Pré-requisitos para Locação:<br>- Período mínimo 30 meses;<br>- Analise da ficha cadastro;<br>- Renda mínima 3x valor aluguel+condomínio;<br>- Caução 3x valor do Aluguel; <br><br>Condomínio Jardim das Rosas;<br>Bairro Novo Fortaleza - PEDRAS<br>Casa Plana;<br>3 dormitórios(sendo uma suíte);<br>Banheiros revestidos + Blindex;<br>2 vagas de garagem;<br>Amplo Quintal;<br>90m2 construídos;<br>Ônibus NA ""PORTA"" para Terminal Messejana;<br>10 min. Messejana e shopping Eusébio;<br><br>Condominio com:<br>Portaria 24 h;<br>Playground;<br>Espaço fitness;<br>Quadra Poliesportiva;<br>Salão de Festas+Deck+Churrasqueira;<br>Redários;<br>Condomínio: R$ 291,00.<br><br>Localizacao Google: Rua Tres, Pedras, Fortaleza - Ce<br><br>Wladymir Cordeiro - creci 12957F<br>(85) 99639.0390 Whats",Condomínio Jardim das Rosas - 3 quartos - 2 vagas - Bairro Pedras,HOME,2.0,1.0,1.0,RESIDENTIAL,3.0,Pedras,-3.79376,-38.543178,291,570,0
58,"['ELEVATOR', 'GATED_COMMUNITY', 'PETS_ALLOWED', 'GARDEN', 'SERVICE_AREA', 'CONCIERGE_24H', 'BUILTIN_WARDROBE', 'BEDROOM_WARDROBE', 'ELECTRONIC_GATE']",120.0,"O apartamento no bairro Meireles tem 120m² com 3 quartos sendo 1 suite e 3 banheiros dce completa, area de serviço cozinha ampla com armarios. Elevador dua vagas de garagem Observação: recebe o apto todo pintado feito a vistoria ou podemos negociar com o inquilino",Apartamento para aluguel com 120 metros quadrados com 3 quartos em Meireles - Fortaleza - CE,APARTMENT,2.0,1.0,1.0,RESIDENTIAL,3.0,Meireles,-3.738569,-38.488873,950,1700,0
59,[],42.0,Bairro: M. Sátiro<br><br>Ponto de Referência: Campo de futebol do Floresta.<br><br>Descrição:<br><br>SALA DE VISITAS<br>COZINHA<br>02 QUARTOS SOCIAIS<br>WC SOCIAL<br>03 CAUÇÕES OU FIADOR.<br><br>(85) 3231.6101 / / /,"( Cód: S-111) Rua São Lázaro, 234, Ap. 101 ? M. Sátiro",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Manuel Sátiro,-3.80174,-38.577342,0,500,0
61,"['BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'PETS_ALLOWED', 'AIR_CONDITIONING', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'CONCIERGE_24H', 'CLOSET', 'ELECTRONIC_GATE']",354.0,"Excelente apartamento de aproximadamente 350m² na região nobre de Fortaleza disponível para locação. Localizado na rua República do Líbano 120 apto 700 Meireles.<br><br> whats Claudio Aguiar corretor de imóveis creci 9301<br><br>Possuindo 5 quartos sendo 04 suítes, 06 banheiros, varanda, ampla sala, cozinha, área de serviço, varanda gourmet, armários no quartos, sala e cozinha, possui alguns móveis fixos e ar-condicionado e além disso o condomínio possui churrasqueira!","Apartamento com 5 dormitórios para alugar, 358 m² por R$ 3.509,00/mês - Meireles - Fortaleza/CE",APARTMENT,2.0,4.0,4.0,RESIDENTIAL,5.0,Meireles,-3.730488,-38.499402,2500,3509,0
62,"['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GYM', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'PLAYGROUND', 'KITCHEN', 'INTERCOM', 'SECURITY_24_HOURS', 'ADULT_GAME_ROOM']",70.0,"Aluga-se!<br><br>Residencial Chronos<br>Avenida Abolição 2021.<br>Apartamento na quadra da Av. Beira Mar com vista mar.<br>Apartamento mobiliado: Armários na cozinha, Guarda roupas nos quartos, Banheiros com blindex e Armários.<br><br>Eletrodomésticos:<br>- Fogão 4 bocas<br>- Máquina de lavar 10kg Brastemp<br>- Boiler (água quente nos banheiros)<br>- Ar condicionado na suíte<br><br>Sala: Mesa para 4 pessoas com cadeiras e Sofá. -","Apartamento com 2 dormitórios para alugar, 70 m² por R$ 3.750,00/mês - Meireles - Fortaleza/CE",APARTMENT,2.0,1.0,1.0,RESIDENTIAL,2.0,Meireles,-3.725501,-38.500486,780,3750,170
63,[],70.0,"Apartamento no bairro Meireles aproximadamente 70 m² com 2 quartos sendo 1 suíte e 2 banheiros. No prédio dispõe de salão de festas e elevadores. Próximo aos Shoppings Avenida, Aldeota e Shopping Del Passeo, Farmácias e Bancos.",Apartamento no bairro Meireles aproximadamente 70 m².,APARTMENT,2.0,1.0,1.0,RESIDENTIAL,2.0,Meireles,-3.733229,-38.496439,730,1800,86
64,"['POOL', 'FURNISHED', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'AIR_CONDITIONING', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'AMERICAN_KITCHEN', 'GAMES_ROOM', 'DISABLED_ACCESS', 'SAUNA', 'ELECTRONIC_GATE']",80.0,"- Apartamento de luxo, mobiliado.<br>- Inclui geladeira, cooktop, coifa, forno elétrico, micro-ondas, TV led 42, ares-condicionados nas duas suítes, mesa home office e sofá retrátil. <br>- Recém reformado com revestimentos em porcelanatos de grandes formatos.<br>- Cozinha projetada SCA de altíssima qualidade. <br>- Guarda-roupas e rouparia em móveis fixos.<br>- Sala, cozinha e varanda integradas com cortina de vidro.<br>- Vista deslumbrante para área de lazer e piscina.<br>- Bancadas nobres em Nanoglass (banheiros) e Silestone (cozinha). <br>- 2 vagas na garagem.<br>- Lazer completo com piscina.<br>- Sauna e copa. <br>- Academia. <br>- Playground.<br>- Quadra poliesportiva.<br>- Mini mercado.<br>- Localização privilegiada (100m do shopping Iguatemi).",Apartamento para aluguel tem 80 metros quadrados com 3 quartos em Guararapes - Fortaleza - Ceará,APARTMENT,2.0,0.0,0.0,RESIDENTIAL,3.0,Guararapes,-3.759028,-38.488823,952,3000,132
65,"['POOL', 'FURNISHED', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'AIR_CONDITIONING', 'PARTY_HALL', 'AMERICAN_KITCHEN', 'DISABLED_ACCESS']",55.0,"O apartamento está localizado no bairro Praia de Iracema tem 55 metros quadrados com 2 quartos e 1 banheiro<br>Possui academia, salão para festas e eventos.<br>Vai lhe possibilitar curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes.Elevador para mais praticidade no dia-a-dia.<br>Encontra-se em um condomínio protegido por muros.<br>É mobiliado.",Apartamento para aluguel tem 55 metros quadrados com 2 quartos em Praia de Iracema - Fortaleza - CE,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Praia de Iracema,-3.720621,-38.516484,0,180,0
66,"['BARBECUE_GRILL', 'GOURMET_SPACE', 'GATED_COMMUNITY', 'PETS_ALLOWED']",78.0,A casa está localizado no bairro Coaçu tem 78 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros<br>Possui espaço gourmet.Churrasqueira para você aproveitar nos momentos de descontração.<br>Está em um condomínio protegido por grades.,Casa para aluguel e venda tem 78 metros quadrados com 3 quartos em Coaçu - Fortaleza - CE,HOME,2.0,1.0,1.0,RESIDENTIAL,3.0,Coaçu,-3.846755,-38.477323,250,1000,0
67,['AMERICAN_KITCHEN'],25.0,O apartamento está localizado no bairro Joaquim Távora possui 25 metros quadrados com 1 quarto e 1 banheiro,Apartamento para aluguel possui 30 metros quadrados com 1 quarto em Joaquim Távora - Fortaleza - CE,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Joaquim Távora,-3.743214,-38.520841,0,480,30
68,"['ELEVATOR', 'BALCONY', 'GARDEN', 'SERVICE_AREA', 'PLAYGROUND', 'KITCHEN', 'SECURITY_24_HOURS']",70.0,"Apartamento no 13º andar do edifício Century, com ótima localização na Aldeota, a um quarteirão da Av. Sen. Virgílio Távora, próximo às avenidas Padre Antonio Tomás e Santos Dumont. Perto de escola, farmácias, shoppings, restaurantes etc.<br><br>70m² com sala, 03 quartos (sendo 01 suíte e 01 reversível), cozinha, área de serviço. Cômodos com armários projetados.<br>02 vagas na garagem.<br><br>Condomínio com salão de festas e playground.<br>Taxa de condomínio informada: 700,00<br><br>Endereço: Rua Coronel Linhares, 1516 Aldeota<br><br>Aproveite e agende já sua visita!!! -","Apto. com 3 dormitórios para alugar, 70 m² por R$ 1.500/mês - Aldeota - Fortaleza/CE",APARTMENT,2.0,1.0,1.0,RESIDENTIAL,3.0,Meireles,-3.740254,-38.495566,700,1500,88
69,"['POOL', 'BARBECUE_GRILL', 'GATED_COMMUNITY', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL']",63.0,"Apartamento com área construída 63m², 1º andar, dispondo de:<br><br>- sala,<br>- 03 quartos(sendo uma suíte),<br>- wc social,<br>- cozinha americana,<br>- área de serviço,<br>- 01 vaga de garagem.<br><br>Área de lazer: Com piscina adulto e infantil, deck, churrasqueira, salão de festas.<br><br>Taxa de Condomínio: R$ 375,00 com desconto de R$ 50,00 pagando até o vencimento e taxa de água e gás de acordo com o consumo.<br><br>IPTU: 02 parcelas no valor de R$ 73,00 para finalizar o ano de 2022.<br><br>Rua Joaquim Jerônimo, 700 - Royal Villagge Condomínio",CONDOMÍNIO ROYAL VILLAGGE,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Mondubim,-3.804942,-38.564589,375,1000,0
70,"['ELEVATOR', 'AIR_CONDITIONING', 'SERVICE_AREA', 'KITCHEN', 'INTERCOM', 'LAUNDRY', 'ALARM_SYSTEM']",101.0,"Condomínio Edifício Garcez Filho<br>Rua Pereira Valente, 1401, AP. 403<br><br>Venda: R$ 350.000,00<br>Aluguel: R$ 1.500,00<br><br>Ponto de referência/localização: A 100 m do Colégio Farias Brito, localização privilegiada, próximo a Av. Dom Luís e dos melhores restaurantes da cidade, farmácias e shoppings. Imóvel com registro no Cartório atualizado, documentação apta para financiamento imobiliário.<br><br>Área útil: 101 m2<br>Posição: Norte/nascente (excelente ventilação)<br>01 vaga de garagem coberta<br>02 elevadores<br><br>- 03 quartos , sendo 01 suíte<br>- Sala em L<br>- Varanda integrada a sala<br>- Banheiro Social<br>- Cozinha modernizada com copa e bancada de granito<br>- Ampla área de serviço separada da cozinha<br>- Banheiro de serviço<br><br>Armários: Guarda-roupas nos quartos e armário no corredor<br><br><br>*Aceitamos proposta<br>**Documentação 100% regularizada, apta para financiamento bancário. -","Apartamento com 3 dormitórios, 101 m² - venda por R$ 350.000,00 ou aluguel por R$ 1.500,00/mês - Var",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Meireles,-3.734611,-38.487744,740,1500,73
74,"['POOL', 'BARBECUE_GRILL', 'GATED_COMMUNITY', 'PETS_ALLOWED', 'GOURMET_SPACE', 'GARDEN', 'PARTY_HALL', 'SPORTS_COURT', 'CONCIERGE_24H', 'ELECTRONIC_GATE']",44.0,"Condomínio Forte Iracema<br><br>ÁREA PRIVATIVA - 44m², 2 QUARTOS, SALA DE ESTAR E JANTAR, COZINHA AMERICANA, WC SOCIAL, ÁREA DE SERVIÇO, 1 VAGA.<br><br>ÁREA DE LAZER<br><br>Piscina Adulto, Piscina Infantil, Salão de Festas, Quadra Poliesportiva, Alameda Central, Playground.<br><br>*OBS: Já incluso o condomínio.<br><br>CONTATO COMERCIAL:<br><br>IMOBILIÁRIA IDEA - (85) 98615.4943 - ZAP","Apartamento na Messejana - Fortaleza - R$ 1.150,00",APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Messejana,-3.7304512,-38.5217989,0,1150,0
76,"['FURNISHED', 'ELEVATOR', 'GATED_COMMUNITY', 'BALCONY', 'GYM', 'AIR_CONDITIONING', 'PARTY_HALL', 'CONCIERGE_24H', 'INTERNET_ACCESS', 'AMERICAN_KITCHEN', 'SEA_VIEW']",70.0,"APARTAMENTO MOBILIADO, VISTA MAR, LOCALIZADO NA PRAIA DE IRACEMA.<br><br>Apartamento com 70m² de área: Dois dormitórios sendo uma suíte, banheiro social, sala de estar e jantar, cozinha e varanda.<br><br>O imóvel está totalmente mobiliado e equipado. <br>Todos os dormitórios têm ar-condicionado Split, armários e camas. <br>Os armários são todos planejados em MDF.<br>A suíte tem closet.<br>Características do condomínio: Salão de festa, sala de ginástica, um vaga de garagem, dois elevadores e portaria 24 horas.<br><br>Preço mensal: R$ 3200,00.<br>Preço por dia: A partir do R$ 180,00<br><br>Entre em contato e agende um horário para conhecer nossas opções!",VARANDAS DE IRACEMA. Apartamento com 2 quartos. Aluguel mensal ou temporada.,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Meireles,-3.720722,-38.513363,0,180,0
80,[],45.0,"Aluga-se apartamento no bairro Vila União próximo da rodoviária e supermercado G Barbosa, tem 45 m² sala, 01 suíte, 01 quarto, 01 banheiro, cozinha, despensa e quintal com área de serviço.",Apartamento para aluguel,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Vila União,-3.763568,-38.530211,0,650,0
81,"['POOL', 'BARBECUE_GRILL', 'GATED_COMMUNITY', 'PETS_ALLOWED', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'AMERICAN_KITCHEN', 'ELECTRONIC_GATE']",60.0,"O apartamento no bairro Maraponga possui 60 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros<br>Possui jardim, parquinho com diferentes brinquedos, salão para festas e eventos.<br>Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva.Churrasqueira para você aproveitar nos momentos de descontração.<br>Fica em um condomínio fechado.",Apartamento para alugat com 60 metros quadrados com 3 quartos em Maraponga - Fortaleza - CE,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Maraponga,-3.79585,-38.57138,430,1400,0
82,"['POOL', 'FURNISHED', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'AIR_CONDITIONING', 'PARTY_HALL']",60.0,"O apartamento no bairro Meireles possui 60 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros<br>Possui salão de festas, academia.<br>Vai lhe possibilitar curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes.Elevador que garante o transporte das suas malas e compras.<br>É mobiliado.<br>Encontra-se na privacidade de um condomínio fechado.",Flat Mercure,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Meireles,-3.726589,-38.498644,0,4500,0
84,"['AIR_CONDITIONING', 'KITCHEN', 'ELEVATOR', 'LAUNDRY', 'SERVICE_AREA']",240.0,"EXCELENTE APARTAMENTO COM OTIMA LOCALIZAÇÃO !<br><br>Grande sala c varanda em piso de madeira, lavabo, armários, 3 suites, cozinha, área de serviço, DCE, despensa.<br><br>Aceitamos propostas. Agende conosco. -","Apartamento com 4 dormitórios - venda por R$ 550.000,00 ou aluguel por R$ 2.500,00/mês - Meireles -",APARTMENT,0.0,2.0,2.0,RESIDENTIAL,4.0,Meireles,-3.7304512,-38.5217989,2200,2500,0
85,"['GATED_COMMUNITY', 'SERVICE_AREA', 'BLINDEX_BOX', 'INTERCOM']",35.0,"Ótimos apt°s compactos no Bairro de Fátima, pertinho do Extra da Av. Aguanambi e próximo ao Hospital Antonio Prudente, excelente localização, bem servido de transporte público, prédio novinho, construído agora, seguro, na Taxa de Condomínio já incluído o GÁS, água e luz individualizados, interfone, ótimo acabamento, 2 qts, sala, cozinha americana, banheiro e área de serviço, 35m2. Temos também uma unidade de 1 qt (700,00 o aluguel). OBS: Já estamos recebendo cadastro para locação, os apartamentos estarão liberados a partir de 01 de Maio de 2022.",Ótimos Apt° Compactos no Bairro de Fátima,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Fátima,-3.743472,-38.523522,80,800,20
88,['SERVICE_AREA'],54.0,"Kitnet para alugar no bairro Damas por R$ 450,00!!<br><br>- Vaga de garagem<br>- Área de Serviço<br>- Duplex<br>- 1 Banheiro<br><br>Fale com os nossos corretores!<br><br>Entre em contato e agende uma visita! / Nosso endereço: Av. Humberto Monte, 2929, sala 519 - Torre Norte - Edifício Harmony Premium -","Kitnet com 1 quarto para alugar, 54 m² por R$ 450/mês - Damas - Fortaleza/CE",APARTMENT,1.0,0.0,0.0,RESIDENTIAL,1.0,Damas,-3.748846,-38.547927,0,450,0
89,"['POOL', 'FURNISHED', 'ELEVATOR', 'GATED_COMMUNITY', 'PETS_ALLOWED', 'GOURMET_SPACE', 'AIR_CONDITIONING', 'GARDEN', 'PLAYGROUND', 'GOURMET_BALCONY', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'CLOSET', 'AMERICAN_KITCHEN', 'DISABLED_ACCESS', 'ELECTRONIC_GATE']",72.0,"O apartamento está localizado no bairro Meireles tem 72 metros quadrados com 2 quartos e 2 banheiros<br>Possui espaço gourmet, jardim, área de brinquedo para as crianças.<br>Vai lhe possibilitar curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes.Elevador para mais praticidade no dia-a-dia.<br>Encontra-se em um condomínio protegido por muros.<br>Já está com os móveis.",Apartamento para aluguel com 72 metros quadrados com 2 quartos em Meireles - Fortaleza - CE,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Meireles,-3.721145,-38.51131,0,350,0
94,"['POOL', 'FURNISHED', 'GATED_COMMUNITY', 'GYM', 'AIR_CONDITIONING', 'PLAYGROUND', 'GOURMET_BALCONY', 'CONCIERGE_24H', 'CLOSET', 'AMERICAN_KITCHEN', 'FIREPLACE', 'ELECTRONIC_GATE']",60.0,"O apartamento está localizado no bairro Mucuripe com 60 metros quadrados com 2 quartos sendo 2 suites e 2 banheiros<br>Possui área de fitness.<br>Vai lhe possibilitar curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes.Fica em um condomínio fechado.<br>Já tem os móveis incluídos. <br>Todo mobiliado e com uma vista lindíssima para Beira Mar",Iracema Residence Vista Mar,APARTMENT,1.0,2.0,2.0,RESIDENTIAL,2.0,Mucuripe,-3.72354,-38.484541,0,4500,0
96,[],70.0,"Ed. Praias do Ceará<br>Endereço: Av Cesar Cals, 1300 AP 7° ANDAR Bloco CUMBUCO Praia do Futuro - Fortaleza - CE<br>ALUGUEL: R$ 1.400,00<br>Condomínio: R$ 680,00<br>O valor acima descrito não é de responsabilidade da Verona Imóveis, sujeito a alteração sem aviso prévio. CONSULTAR O CONDOMÍNIO OU SINDICO<br>IPTU: R$ 71, 28<br>Características: 70m², sala c/ varanda, cozinha, área de serviço, 02 suítes sendo uma reversível.<br>Área de lazer: salão de festas, quadra de esportes, piscina, deck c/churrasqueira<br> / 85 9.<br>Ligue agora e agende sua visita! -","Apartamento com 2 dormitórios para alugar, 70 m² por R$ 1.400,00/mês - Praia do Futuro - Fortaleza/C",APARTMENT,2.0,2.0,2.0,RESIDENTIAL,2.0,Vicente Pinzon,-3.729242,-38.460206,680,1400,71
97,"['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'GATED_COMMUNITY', 'PETS_ALLOWED', 'GOURMET_SPACE', 'GARDEN', 'PARTY_HALL', 'CONCIERGE_24H', 'ELECTRONIC_GATE']",55.0,"O apartamento decorado e mobiliado com 55 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros<br>Possui jardim, espaço gourmet, salão para festas e eventos.<br>Vai lhe possibilitar curtir os dias mais quentes na piscina.Churrasqueira para você aproveitar nos momentos de descontração.<br>Encontra-se em um condomínio protegido por muros.<br>Já está com os móveis.",Apartamento decorado 55 metros quadrados com 2 quartos em Parque Manibura - Fortaleza - CE,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Parque Manibura,-3.786569,-38.491604,275,2000,0
